player;Player_Full_Name;position;team;age;birth_year;minutes_90s;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;tackles_interceptions;clearances;errors;Source;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;sca_defense;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_defense;club;gk_games;gk_games_starts;gk_minutes;gk_goals_against;gk_goals_against_per90;gk_shots_on_target_against;gk_saves;gk_save_pct;gk_wins;gk_ties;gk_losses;gk_clean_sheets;gk_clean_sheets_pct;gk_pens_att;gk_pens_allowed;gk_pens_saved;gk_pens_missed;gk_pens_save_pct;gk_free_kick_goals_against;gk_corner_kick_goals_against;gk_own_goals_against;gk_psxg;gk_psnpxg_per_shot_on_target_against;gk_psxg_net;gk_psxg_net_per90;gk_passes_completed_launched;gk_passes_launched;gk_passes_pct_launched;gk_passes;gk_passes_throws;gk_pct_passes_launched;gk_passes_length_avg;gk_goal_kicks;gk_pct_goal_kicks_launched;gk_goal_kick_length_avg;gk_crosses;gk_crosses_stopped;gk_crosses_stopped_pct;gk_def_actions_outside_pen_area;gk_def_actions_outside_pen_area_per90;gk_avg_distance_def_actions;cards_yellow;cards_red;cards_yellow_red;fouls;fouled;offsides;crosses;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assists;xg_assist;pass_xa;xg_assist_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;games;minutes;minutes_per_game;minutes_pct;games_starts;minutes_per_start;games_complete;games_subs;minutes_per_sub;unused_subs;points_per_game;on_goals_for;on_goals_against;plus_minus;plus_minus_per90;plus_minus_wowy;on_xg_for;on_xg_against;xg_plus_minus;xg_plus_minus_per90;xg_plus_minus_wowy;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;miscontrols;dispossessed;passes_received;progressive_passes_received;goals;shots;shots_on_target;shots_on_target_pct;shots_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;average_shot_distance;shots_free_kicks;pens_made;pens_att;xg;npxg;npxg_per_shot;xg_net;npxg_net;goals_pens;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;npxg_xg_assist;xg_per90;xg_assist_per90;xg_xg_assist_per90;npxg_per90;npxg_xg_assist_per90;team_color
Cyle Larin;Cyle Larin;FW;Canada;27-245;1995;1.5;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.0;2.0;0.0;player_defense.csv;5.0;3.28;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.66;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;2;3;0.0;0.0;0;4.0;2.0;1.0;66.7;21.0;29.0;72.4;299.0;109.0;11.0;14.0;78.6;8.0;8.0;100.0;1.0;1.0;100.0;0;0.5;0.3;-0.5;2.0;4.0;3.0;2.0;4.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3;137.0;46.0;50.7;2;52.0;0;1;33.0;0;0.0;2.0;4.0;-2.0;-1.31;0.72;1.1;1.7;-0.6;-0.39;-1.02;44.0;2.0;4.0;19.0;22.0;7.0;44.0;1.0;4.0;25.0;5.0;2.0;33.0;7.0;0;3;1;33.3;1.97;0.66;0.0;0.0;11.3;0.0;0;0;0.2;0.2;0.08;-0.2;-0.2;0;0.0;0.0;0.0;0.0;0.0;0.7;0.16;0.34;0.49;0.16;0.49;#F00B42
César Azpilicueta;César Azpilicueta Tanco;DF;Spain;33-112;1989;1.5;1.0;0;1.0;0.0;0.0;0.0;0.0;;0.0;2.0;0.0;2.0;1;2.0;0.0;0.0;player_defense.csv;4.0;2.67;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.67;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;0;3;0.0;0.0;0;5.0;2.0;2.0;50.0;171.0;181.0;94.5;2877.0;704.0;71.0;74.0;95.9;86.0;90.0;95.6;11.0;12.0;91.7;1;0.7;0.5;0.3;4.0;13.0;3.0;2.0;8.0;162.0;18.0;7.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;1.0;1.0;2;135.0;68.0;34.6;2;68.0;1;0;;2;1.5;8.0;0.0;8.0;5.33;6.04;4.3;0.1;4.1;2.77;3.27;185.0;1.0;25.0;136.0;27.0;0.0;185.0;0.0;0.0;;1.0;1.0;149.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.67;0.67;0.0;0.67;0.7;0.0;0.45;0.45;0.0;0.45;#AA151B
César Montes;César Jasib Montes Castro;DF;Mexico;25-297;1997;3.0;6.0;3;2.0;4.0;0.0;3.0;3.0;100.0;0.0;0.0;0.0;0.0;2;8.0;11.0;0.0;player_defense.csv;3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.67;2.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;0;0;0;0.0;0.0;0;13.0;7.0;5.0;58.3;159.0;197.0;80.7;3324.0;957.0;42.0;48.0;87.5;96.0;107.0;89.7;20.0;36.0;55.6;1;0.5;0.5;0.5;1.0;10.0;0.0;0.0;8.0;192.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;3;270.0;90.0;100.0;3;90.0;3;0;;0;1.33;2.0;3.0;-1.0;-0.33;;3.3;2.4;0.9;0.3;;222.0;19.0;99.0;114.0;10.0;3.0;222.0;2.0;2.0;100.0;2.0;0.0;158.0;1.0;0;1;0;0.0;0.33;0.0;0.0;;13.0;0.0;0;0;0.2;0.2;0.18;-0.2;-0.2;0;0.0;0.33;0.33;0.0;0.33;0.7;0.06;0.17;0.23;0.06;0.23;#006847
Daichi Kamada;Daichi Kamada;FW;Japan;26-135;1996;3.6;7.0;3;2.0;4.0;1.0;3.0;6.0;50.0;3.0;3.0;0.0;3.0;0;7.0;3.0;0.0;player_defense.csv;7.0;1.96;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;3;5;0.0;0.0;0;10.0;3.0;2.0;60.0;83.0;104.0;79.8;1464.0;313.0;45.0;51.0;88.2;28.0;34.0;82.4;9.0;14.0;64.3;0;0.0;0.2;0.0;1.0;13.0;2.0;0.0;6.0;92.0;12.0;2.0;0.0;2.0;1.0;6.0;2.0;3.0;0.0;0.0;2.0;4;322.0;81.0;82.6;4;81.0;2;0;;0;1.75;5.0;4.0;1.0;0.28;0.28;4.5;4.9;-0.4;-0.12;0.18;139.0;4.0;20.0;75.0;45.0;4.0;139.0;3.0;4.0;75.0;4.0;7.0;93.0;14.0;0;6;1;16.7;1.68;0.28;0.0;0.0;17.5;1.0;0;0;0.6;0.6;0.11;-0.6;-0.6;0;0.0;0.0;0.0;0.0;0.0;0.7;0.18;0.01;0.19;0.18;0.19;#BC002D
Daizen Maeda;Daizen Maeda;FW;Japan;25-059;1997;2.0;3.0;2;1.0;2.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;4.0;3;6.0;0.0;0.0;player_defense.csv;1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;3;2;0;0.0;0.0;0;4.0;1.0;6.0;14.3;8.0;17.0;47.1;121.0;10.0;3.0;9.0;33.3;5.0;8.0;62.5;0.0;0.0;;0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;15.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;180.0;60.0;46.2;3;60.0;0;0;;1;2.33;3.0;3.0;0.0;0.0;-0.43;2.3;3.3;-1.0;-0.52;-0.68;31.0;0.0;4.0;18.0;11.0;7.0;31.0;0.0;1.0;0.0;2.0;0.0;13.0;5.0;1;2;1;50.0;1.0;0.5;0.5;1.0;9.5;0.0;0;0;0.5;0.5;0.24;0.5;0.5;1;0.5;0.0;0.5;0.5;0.5;0.5;0.24;0.0;0.24;0.24;0.24;#BC002D
Daley Blind;Daley Blind;DF;Netherlands;32-284;1990;4.7;14.0;9;6.0;5.0;3.0;6.0;9.0;66.7;3.0;6.0;1.0;5.0;5;19.0;4.0;0.0;player_defense.csv;4.0;0.85;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.21;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;3;1;0;6;0.0;0.0;0;24.0;5.0;7.0;41.7;252.0;300.0;84.0;4293.0;1503.0;132.0;153.0;86.3;91.0;102.0;89.2;26.0;40.0;65.0;1;0.5;0.4;0.5;2.0;25.0;4.0;2.0;21.0;266.0;34.0;4.0;0.0;2.0;29.0;1.0;0.0;0.0;0.0;0.0;1.0;5;423.0;85.0;88.1;5;85.0;4;0;;0;2.2;8.0;3.0;5.0;1.06;-0.52;4.2;4.8;-0.7;-0.14;1.11;339.0;6.0;65.0;190.0;85.0;9.0;339.0;1.0;2.0;50.0;2.0;1.0;230.0;8.0;1;5;2;40.0;1.06;0.43;0.2;0.5;12.3;0.0;0;0;0.4;0.4;0.08;0.6;0.6;1;0.21;0.21;0.43;0.21;0.43;0.8;0.08;0.1;0.18;0.08;0.18;#FF6A00
Damian Szymański;Damian Szymański;MF;Poland;27-185;1995;0.3;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1;1.0;0.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;;8.0;8.0;100.0;165.0;29.0;4.0;4.0;100.0;2.0;2.0;100.0;2.0;2.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;29.0;29.0;8.1;0;;0;1;29.0;3;0.0;0.0;1.0;-1.0;-3.1;-2.83;0.0;1.1;-1.1;-3.4;-2.95;9.0;0.0;3.0;6.0;0.0;0.0;9.0;0.0;0.0;;0.0;0.0;8.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#DC143C
Dani Alves;Daniel Alves da Silva;DF;Brazil;39-226;1983;1.3;5.0;4;2.0;2.0;1.0;2.0;5.0;40.0;3.0;1.0;1.0;0.0;2;7.0;2.0;0.0;player_defense.csv;4.0;3.05;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;2;0;6;0.0;0.0;0;9.0;1.0;1.0;50.0;83.0;97.0;85.6;1128.0;429.0;55.0;58.0;94.8;20.0;27.0;74.1;4.0;8.0;50.0;0;0.0;0.1;0.0;0.0;7.0;3.0;1.0;5.0;82.0;15.0;4.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;2;118.0;59.0;24.6;1;90.0;1;1;28.0;3;1.5;0.0;2.0;-2.0;-1.53;-3.27;2.7;0.7;2.1;1.58;-0.37;113.0;4.0;22.0;60.0;33.0;1.0;113.0;1.0;2.0;50.0;1.0;2.0;71.0;4.0;0;3;0;0.0;2.29;0.0;0.0;;21.9;1.0;0;0;0.2;0.2;0.06;-0.2;-0.2;0;0.0;0.0;0.0;0.0;0.0;0.2;0.14;0.0;0.14;0.14;0.14;#00FF00
Dani Carvajal;Daniel Carvajal Ramos;DF;Spain;30-341;1992;1.5;1.0;1;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2;3.0;1.0;0.0;player_defense.csv;1.0;0.67;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0.0;0.0;0;9.0;0.0;1.0;0.0;121.0;135.0;89.6;2017.0;425.0;59.0;59.0;100.0;47.0;56.0;83.9;14.0;14.0;100.0;0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;3.0;109.0;26.0;7.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;4.0;2;135.0;68.0;34.6;1;90.0;1;1;45.0;2;0.5;1.0;3.0;-2.0;-1.33;-4.16;0.9;2.6;-1.7;-1.12;-2.68;137.0;3.0;32.0;82.0;25.0;0.0;137.0;0.0;0.0;;1.0;0.0;91.0;3.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#AA151B
Dani Olmo;Daniel Olmo Carvajal;FW;Spain;24-225;1998;4.1;5.0;3;0.0;3.0;2.0;1.0;2.0;50.0;1.0;5.0;0.0;5.0;1;6.0;4.0;0.0;player_defense.csv;12.0;2.94;9.0;1.0;1.0;0.0;1.0;0.0;3.0;0.74;3.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;6;2;10;0.0;0.0;0;15.0;0.0;4.0;0.0;162.0;198.0;81.8;2245.0;319.0;100.0;108.0;92.6;52.0;62.0;83.9;4.0;12.0;33.3;1;0.5;0.4;0.5;5.0;6.0;8.0;1.0;9.0;180.0;17.0;3.0;3.0;1.0;0.0;14.0;1.0;3.0;0.0;1.0;6.0;4;367.0;92.0;94.1;4;92.0;3;0;;0;1.25;9.0;3.0;6.0;1.47;1.47;5.8;3.1;2.7;0.67;0.6;257.0;2.0;17.0;90.0;152.0;18.0;257.0;4.0;19.0;21.1;11.0;7.0;200.0;40.0;1;12;6;50.0;2.94;1.47;0.08;0.17;21.4;0.0;0;0;1.4;1.4;0.12;-0.4;-0.4;1;0.25;0.25;0.49;0.25;0.49;1.9;0.34;0.11;0.46;0.34;0.46;#AA151B
Daniel Amartey;Daniel Amartey;DF;Ghana;27-362;1994;2.8;6.0;4;5.0;1.0;0.0;2.0;2.0;100.0;0.0;4.0;3.0;1.0;3;9.0;12.0;0.0;player_defense.csv;3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;3;1;0;0;0.0;0.0;0;15.0;5.0;4.0;55.6;128.0;141.0;90.8;2555.0;1088.0;47.0;48.0;97.9;57.0;62.0;91.9;22.0;26.0;84.6;0;0.1;0.0;-0.1;3.0;10.0;0.0;0.0;8.0;136.0;5.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3;251.0;84.0;93.0;3;84.0;2;0;;0;1.0;5.0;7.0;-2.0;-0.72;-0.72;4.1;5.6;-1.4;-0.48;;172.0;25.0;102.0;67.0;5.0;1.0;172.0;1.0;1.0;100.0;0.0;1.0;118.0;1.0;0;1;0;0.0;0.36;0.0;0.0;;5.7;0.0;0;0;0.2;0.2;0.23;-0.2;-0.2;0;0.0;0.0;0.0;0.0;0.0;0.3;0.08;0.03;0.1;0.08;0.1;#FCD116
Daniel Chacón;Daniel Alonso Chacón Salas;MF;Costa Rica;21-251;2001;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;1.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;0.0;1.0;0.0;100.0;1.0;1.0;100.0;10.0;12.0;1.0;1.0;100.0;0.0;0.0;;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.0;1.0;0.4;0;;0;1;1.0;2;3.0;0.0;0.0;0.0;0.0;2.68;0.0;0.0;0.0;0.0;2.91;2.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;;0.0;0.0;1.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#002B7F
Daniel James;Daniel James;FW;Wales;25-038;1997;1.7;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;0;1.0;1.0;0.0;player_defense.csv;2.0;1.17;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;2;0;4;0.0;0.0;0;4.0;0.0;1.0;0.0;24.0;36.0;66.7;351.0;70.0;16.0;23.0;69.6;5.0;8.0;62.5;2.0;3.0;66.7;0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;32.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;3;154.0;51.0;57.0;2;61.0;0;1;33.0;0;0.33;0.0;6.0;-6.0;-3.51;-4.28;0.6;2.8;-2.2;-1.29;-1.55;49.0;1.0;4.0;23.0;22.0;2.0;49.0;1.0;4.0;25.0;4.0;1.0;35.0;7.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.02;0.0;0.02;#990000
Daniel Kyereh;Daniel-Kofi Kyereh;MF;Ghana;26-285;1996;0.4;2.0;2;1.0;1.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0;2.0;4.0;0.0;player_defense.csv;1.0;2.73;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;5;0.0;0.0;0;3.0;0.0;1.0;0.0;18.0;23.0;78.3;257.0;43.0;10.0;10.0;100.0;7.0;7.0;100.0;1.0;6.0;16.7;0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;19.0;4.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;3;33.0;11.0;12.2;0;;0;3;11.0;0;1.0;0.0;0.0;0.0;0.0;0.76;0.6;0.6;0.0;0.02;0.57;31.0;3.0;9.0;10.0;12.0;0.0;31.0;2.0;2.0;100.0;1.0;2.0;18.0;2.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#FCD116
Danilo;Danilo Luiz da Silva;DF;Brazil;31-156;1991;3.1;5.0;2;2.0;2.0;1.0;2.0;3.0;66.7;1.0;2.0;1.0;1.0;3;8.0;5.0;1.0;player_defense.csv;8.0;2.87;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;3;1;0;8;0.0;0.0;0;17.0;4.0;1.0;80.0;230.0;269.0;85.5;3615.0;986.0;120.0;128.0;93.8;100.0;115.0;87.0;7.0;21.0;33.3;0;0.0;0.2;0.0;0.0;21.0;2.0;1.0;16.0;245.0;23.0;2.0;0.0;2.0;21.0;0.0;0.0;0.0;0.0;1.0;2.0;3;281.0;94.0;58.5;3;94.0;2;0;;0;2.33;7.0;1.0;6.0;1.92;2.37;8.2;1.2;7.0;2.52;1.39;289.0;10.0;69.0;177.0;43.0;1.0;289.0;1.0;1.0;100.0;2.0;1.0;214.0;8.0;0;2;0;0.0;0.64;0.0;0.0;;27.7;0.0;0;0;0.0;0.0;0.02;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.01;0.01;0.01;#00FF00
Danilo Pereira;Danilo Luís Hélio Pereira;DF;Portugal;31-100;1991;1.0;2.0;2;1.0;1.0;0.0;2.0;2.0;100.0;0.0;1.0;1.0;0.0;3;5.0;3.0;1.0;player_defense.csv;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;2;0;0;0.0;0.0;0;4.0;5.0;1.0;83.3;68.0;78.0;87.2;1342.0;488.0;25.0;26.0;96.2;35.0;37.0;94.6;8.0;12.0;66.7;0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;3.0;76.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;90.0;90.0;20.0;1;90.0;1;0;;0;3.0;3.0;2.0;1.0;1.0;-0.25;2.0;0.9;1.1;1.07;1.03;87.0;8.0;43.0;44.0;1.0;0.0;87.0;1.0;1.0;100.0;1.0;1.0;65.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#008000
Danny Ward;Danny Ward;GK;Wales;29-179;1993;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;0.0;1.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Leicester City;2.0;1.0;94.0;5.0;4.79;9.0;4.0;44.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;3.4;0.38;-1.6;-1.49;12.0;27.0;44.4;30.0;2.0;60.0;38.7;9.0;100.0;63.1;14.0;1.0;7.1;1.0;0.96;12.8;0;0;0;0;0;0;0;0.0;0.0;0;2.0;0.0;0.0;;24.0;39.0;61.5;923.0;797.0;8.0;8.0;100.0;2.0;2.0;100.0;14.0;29.0;48.3;0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;25.0;14.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;94.0;47.0;34.8;1;90.0;1;1;4.0;1;0.0;0.0;5.0;-5.0;-4.79;-4.79;0.4;2.9;-2.5;-2.35;-2.65;42.0;32.0;40.0;2.0;0.0;0.0;42.0;0.0;0.0;;0.0;0.0;20.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#990000
Darko Lazović;Darko Lazović;DF;Serbia;32-094;1990;0.3;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0.0;0.0;0;0.0;0.0;0.0;;7.0;12.0;58.3;151.0;19.0;3.0;5.0;60.0;2.0;4.0;50.0;2.0;2.0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;25.0;25.0;9.3;0;;0;1;25.0;2;0.0;0.0;1.0;-1.0;-3.6;-2.87;0.2;0.5;-0.3;-1.18;0.15;14.0;0.0;4.0;7.0;3.0;0.0;14.0;0.0;0.0;;1.0;0.0;8.0;0.0;0;1;0;0.0;3.6;0.0;0.0;;27.3;0.0;0;0;0.0;0.0;0.01;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.05;0.05;0.05;#0A1FAB
Darwin Núñez;Darwin Gabriel Núñez Ribeiro;FW;Uruguay;23-177;1999;2.7;3.0;2;1.0;2.0;0.0;1.0;2.0;50.0;1.0;2.0;0.0;2.0;0;3.0;2.0;0.0;player_defense.csv;8.0;3.0;7.0;0.0;0.0;0.0;1.0;0.0;1.0;0.37;1.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;3;0;4;0.0;0.0;0;6.0;5.0;10.0;33.3;35.0;56.0;62.5;584.0;77.0;18.0;29.0;62.1;12.0;15.0;80.0;4.0;7.0;57.1;0;0.2;0.1;-0.2;1.0;0.0;1.0;1.0;1.0;53.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3;240.0;80.0;88.9;3;80.0;1;0;;0;1.33;2.0;1.0;1.0;0.37;3.37;3.0;2.0;1.1;0.4;3.17;85.0;1.0;10.0;30.0;46.0;5.0;85.0;0.0;4.0;0.0;11.0;6.0;61.0;24.0;0;3;1;33.3;1.13;0.37;0.0;0.0;22.4;0.0;0;0;0.4;0.4;0.13;-0.4;-0.4;0;0.0;0.0;0.0;0.0;0.0;0.6;0.14;0.09;0.23;0.14;0.23;#87CEFA
