player;Player_Full_Name;position;team;age;birth_year;minutes_90s;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;tackles_interceptions;clearances;errors;Source;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;sca_defense;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_defense;club;gk_games;gk_games_starts;gk_minutes;gk_goals_against;gk_goals_against_per90;gk_shots_on_target_against;gk_saves;gk_save_pct;gk_wins;gk_ties;gk_losses;gk_clean_sheets;gk_clean_sheets_pct;gk_pens_att;gk_pens_allowed;gk_pens_saved;gk_pens_missed;gk_pens_save_pct;gk_free_kick_goals_against;gk_corner_kick_goals_against;gk_own_goals_against;gk_psxg;gk_psnpxg_per_shot_on_target_against;gk_psxg_net;gk_psxg_net_per90;gk_passes_completed_launched;gk_passes_launched;gk_passes_pct_launched;gk_passes;gk_passes_throws;gk_pct_passes_launched;gk_passes_length_avg;gk_goal_kicks;gk_pct_goal_kicks_launched;gk_goal_kick_length_avg;gk_crosses;gk_crosses_stopped;gk_crosses_stopped_pct;gk_def_actions_outside_pen_area;gk_def_actions_outside_pen_area_per90;gk_avg_distance_def_actions;cards_yellow;cards_red;cards_yellow_red;fouls;fouled;offsides;crosses;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assists;xg_assist;pass_xa;xg_assist_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;throw_ins;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_offsides;passes_blocked;games;minutes;minutes_per_game;minutes_pct;games_starts;minutes_per_start;games_complete;games_subs;minutes_per_sub;unused_subs;points_per_game;on_goals_for;on_goals_against;plus_minus;plus_minus_per90;plus_minus_wowy;on_xg_for;on_xg_against;xg_plus_minus;xg_plus_minus_per90;xg_plus_minus_wowy;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;miscontrols;dispossessed;passes_received;progressive_passes_received;goals;shots;shots_on_target;shots_on_target_pct;shots_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;average_shot_distance;shots_free_kicks;pens_made;pens_att;xg;npxg;npxg_per_shot;xg_net;npxg_net;goals_pens;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;npxg_xg_assist;xg_per90;xg_assist_per90;xg_xg_assist_per90;npxg_per90;npxg_xg_assist_per90;team_color
Joakim Mæhle;Joakim Mæhle;DF;Denmark;25-212;1997;2.8;9.0;5;4.0;3.0;2.0;5.0;7.0;71.4;2.0;7.0;3.0;4.0;2;11.0;6.0;0.0;player_defense.csv;4.0;1.45;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;4;0;4;0.0;0.0;0;10.0;1.0;9.0;10.0;119.0;146.0;81.5;1631.0;428.0;76.0;82.0;92.7;35.0;41.0;85.4;4.0;12.0;33.3;0;0.0;0.1;0.0;1.0;6.0;3.0;0.0;7.0;120.0;26.0;1.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;2.0;3;249.0;83.0;92.2;3;83.0;2;0;;0;0.33;1.0;3.0;-2.0;-0.72;-0.72;2.5;3.8;-1.3;-0.49;-1.19;185.0;6.0;49.0;69.0;68.0;3.0;185.0;0.0;9.0;0.0;3.0;2.0;111.0;16.0;0;2;0;0.0;0.72;0.0;0.0;;28.9;0.0;0;0;0.0;0.0;0.02;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.1;0.01;0.01;0.03;0.01;0.03;#C60C30
Joe Allen;Joe Allen;MF;Wales;32-279;1990;1.0;1.0;1;1.0;0.0;0.0;1.0;2.0;50.0;1.0;1.0;0.0;1.0;1;2.0;4.0;0.0;player_defense.csv;1.0;0.96;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;0.0;0.0;0;9.0;0.0;1.0;0.0;30.0;36.0;83.3;465.0;78.0;16.0;18.0;88.9;13.0;16.0;81.3;1.0;1.0;100.0;0;0.1;0.0;-0.1;1.0;2.0;0.0;0.0;1.0;34.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;94.0;47.0;34.8;1;80.0;0;1;14.0;1;0.0;0.0;5.0;-5.0;-4.79;-4.79;0.4;2.6;-2.2;-2.06;-2.2;51.0;4.0;17.0;28.0;7.0;0.0;51.0;0.0;0.0;;5.0;0.0;27.0;1.0;0;2;0;0.0;1.91;0.0;0.0;;24.3;0.0;0;0;0.1;0.1;0.05;-0.1;-0.1;0;0.0;0.0;0.0;0.0;0.0;0.2;0.1;0.05;0.15;0.1;0.15;#990000
Joe Morrell;Joseff Morrell;MF;Wales;25-349;1997;0.4;3.0;2;1.0;2.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;1;4.0;0.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;0;0.0;0.0;0;4.0;0.0;1.0;0.0;12.0;14.0;85.7;214.0;32.0;6.0;7.0;85.7;5.0;6.0;83.3;1.0;1.0;100.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;33.0;17.0;12.2;0;;0;2;17.0;1;0.5;0.0;1.0;-1.0;-2.73;-1.21;0.2;1.2;-1.0;-2.66;-2.32;24.0;2.0;6.0;16.0;2.0;0.0;24.0;0.0;0.0;;0.0;1.0;10.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#990000
Joe Rodon;Joe Rodon;DF;Wales;25-057;1997;3.0;2.0;2;1.0;1.0;0.0;1.0;2.0;50.0;1.0;2.0;2.0;0.0;4;6.0;13.0;0.0;player_defense.csv;2.0;0.67;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;3;0;0;0;0.0;0.0;0;10.0;5.0;6.0;45.5;152.0;169.0;89.9;3064.0;1019.0;40.0;42.0;95.2;93.0;101.0;92.1;19.0;26.0;73.1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;167.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;270.0;90.0;100.0;3;90.0;3;0;;0;0.33;1.0;6.0;-5.0;-1.67;;2.7;4.6;-1.9;-0.63;;192.0;27.0;122.0;68.0;2.0;1.0;192.0;0.0;0.0;;0.0;0.0;134.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#990000
Joel Campbell;Joel Nathaniel Campbell Samuels;FW;Costa Rica;30-175;1992;3.0;9.0;5;2.0;5.0;2.0;1.0;2.0;50.0;1.0;3.0;0.0;3.0;0;9.0;4.0;0.0;player_defense.csv;3.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;3;11;3;7;0.0;0.0;0;14.0;5.0;6.0;45.5;104.0;138.0;75.4;1748.0;363.0;52.0;61.0;85.2;39.0;44.0;88.6;9.0;19.0;47.4;0;0.1;0.1;-0.1;1.0;3.0;4.0;1.0;10.0;116.0;19.0;6.0;0.0;5.0;2.0;1.0;1.0;0.0;0.0;3.0;4.0;3;269.0;90.0;99.6;3;90.0;2;0;;0;1.0;3.0;11.0;-8.0;-2.68;-2.68;1.4;10.1;-8.7;-2.91;-2.91;179.0;1.0;20.0;118.0;45.0;1.0;179.0;6.0;13.0;46.2;10.0;8.0;129.0;9.0;0;1;0;0.0;0.33;0.0;0.0;;21.1;0.0;0;0;0.0;0.0;0.01;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.02;0.02;0.0;0.02;#002B7F
Johan Venegas;Johan Alberto Venegas Ulloa;FW;Costa Rica;34-021;1988;0.8;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.0;2.0;0.0;player_defense.csv;1.0;1.23;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;2;1;0.0;0.0;0;1.0;0.0;2.0;0.0;11.0;14.0;78.6;143.0;13.0;10.0;11.0;90.9;1.0;2.0;50.0;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;73.0;73.0;27.0;1;73.0;0;0;;2;0.0;2.0;2.0;0.0;0.0;3.65;1.3;3.0;-1.7;-2.11;1.08;21.0;1.0;4.0;9.0;8.0;1.0;21.0;0.0;1.0;0.0;2.0;0.0;14.0;3.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#002B7F
John Stones;John Stones;DF;England;28-204;1994;4.8;2.0;2;2.0;0.0;0.0;2.0;2.0;100.0;0.0;3.0;3.0;0.0;1;3.0;8.0;0.0;player_defense.csv;3.0;0.62;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;3;0;0;0.0;1.0;0;17.0;6.0;4.0;60.0;435.0;454.0;95.8;8447.0;2913.0;152.0;156.0;97.4;231.0;235.0;98.3;48.0;58.0;82.8;0;0.1;0.1;-0.1;1.0;20.0;0.0;0.0;22.0;451.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;434.0;87.0;96.4;5;87.0;3;0;;0;2.0;13.0;4.0;9.0;1.87;1.87;8.4;3.8;4.6;0.95;0.7;475.0;27.0;209.0;257.0;12.0;5.0;475.0;2.0;2.0;100.0;1.0;0.0;403.0;0.0;0;4;1;25.0;0.83;0.21;0.0;0.0;9.6;0.0;0;0;0.4;0.4;0.09;-0.4;-0.4;0;0.0;0.0;0.0;0.0;0.0;0.4;0.07;0.01;0.09;0.07;0.09;#CF142B
Jonas Hofmann;Jonas Hofmann;FW;Germany;30-157;1992;0.3;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;0;0.0;0.0;0.0;player_defense.csv;4.0;12.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;1.0;0.0;16.0;20.0;80.0;186.0;44.0;9.0;10.0;90.0;3.0;3.0;100.0;1.0;1.0;100.0;0;0.1;0.0;-0.1;1.0;2.0;0.0;0.0;1.0;19.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2;30.0;15.0;11.1;0;;0;2;15.0;1;0.5;0.0;2.0;-2.0;-6.0;-7.12;1.1;1.1;0.0;-0.06;-2.56;24.0;0.0;1.0;11.0;12.0;2.0;24.0;0.0;1.0;0.0;0.0;2.0;18.0;1.0;0;1;1;100.0;3.0;3.0;0.0;0.0;11.5;0.0;0;0;0.3;0.3;0.27;-0.3;-0.3;0;0.0;0.0;0.0;0.0;0.0;0.3;0.82;0.16;0.98;0.82;0.98;#000000
Jonathan David;Jonathan David;FW;Canada;22-338;2000;2.1;1.0;1;0.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;1.0;0.0;0.0;player_defense.csv;1.0;0.47;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0.0;0.0;0;5.0;1.0;2.0;33.3;41.0;60.0;68.3;599.0;139.0;27.0;33.0;81.8;9.0;12.0;75.0;4.0;8.0;50.0;0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;3.0;53.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3;192.0;64.0;71.1;2;81.0;1;1;31.0;0;0.0;1.0;4.0;-3.0;-1.41;0.9;3.6;2.4;1.2;0.56;1.54;84.0;1.0;7.0;46.0;31.0;11.0;84.0;0.0;4.0;0.0;8.0;2.0;58.0;16.0;0;8;1;12.5;3.75;0.47;0.0;0.0;14.1;0.0;0;0;1.0;0.7;0.09;-1.0;-0.7;0;0.0;0.0;0.0;0.0;0.0;0.7;0.49;0.0;0.49;0.35;0.35;#F00B42
Jonathan Osorio;Jonathan Osorio;MF;Canada;30-189;1992;1.3;2.0;1;0.0;1.0;1.0;2.0;4.0;50.0;2.0;0.0;0.0;0.0;1;3.0;1.0;0.0;player_defense.csv;5.0;3.78;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;2;0;0;0.0;0.0;0;5.0;0.0;1.0;0.0;52.0;57.0;91.2;836.0;163.0;24.0;27.0;88.9;21.0;22.0;95.5;4.0;4.0;100.0;0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;55.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3;119.0;40.0;44.1;1;64.0;0;2;28.0;0;0.0;1.0;4.0;-3.0;-2.27;-1.08;1.0;2.4;-1.4;-1.08;-2.13;68.0;0.0;10.0;44.0;14.0;2.0;68.0;1.0;2.0;50.0;2.0;2.0;53.0;2.0;0;1;0;0.0;0.76;0.0;0.0;;23.7;0.0;0;0;0.1;0.1;0.06;-0.1;-0.1;0;0.0;0.0;0.0;0.0;0.0;0.1;0.05;0.0;0.05;0.05;0.05;#F00B42
Jordan Ayew;Jordan Ayew;FW;Ghana;31-098;1991;1.5;3.0;3;1.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1;4.0;1.0;0.0;player_defense.csv;7.0;4.63;3.0;2.0;0.0;1.0;1.0;0.0;2.0;1.32;1.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;5;0;8;0.0;0.0;0;8.0;0.0;5.0;0.0;35.0;46.0;76.1;521.0;104.0;19.0;19.0;100.0;11.0;16.0;68.8;2.0;6.0;33.3;1;0.5;0.4;0.5;3.0;0.0;1.0;1.0;2.0;34.0;12.0;2.0;0.0;0.0;2.0;6.0;6.0;0.0;0.0;0.0;2.0;3;136.0;45.0;50.4;2;61.0;0;1;14.0;0;1.0;4.0;6.0;-2.0;-1.32;-1.32;3.0;3.3;-0.4;-0.26;0.44;68.0;1.0;10.0;34.0;26.0;0.0;68.0;1.0;7.0;14.3;5.0;4.0;42.0;6.0;0;1;1;100.0;0.66;0.66;0.0;0.0;21.2;0.0;0;0;0.1;0.1;0.05;-0.1;-0.1;0;0.0;0.66;0.66;0.0;0.66;0.5;0.03;0.32;0.36;0.03;0.36;#FCD116
Jordan Henderson;Jordan Brian Henderson;MF;England;32-184;1990;3.0;4.0;2;2.0;2.0;0.0;2.0;2.0;100.0;0.0;3.0;1.0;2.0;1;5.0;0.0;0.0;player_defense.csv;8.0;2.66;5.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;4;0;8;0.0;0.0;0;12.0;2.0;2.0;50.0;137.0;163.0;84.0;2244.0;493.0;75.0;81.0;92.6;52.0;61.0;85.2;8.0;15.0;53.3;0;0.3;1.4;-0.3;4.0;11.0;3.0;0.0;13.0;153.0;10.0;8.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;4;271.0;68.0;60.2;3;83.0;1;1;22.0;1;1.75;7.0;2.0;5.0;1.66;-0.35;5.0;1.8;3.1;1.04;0.29;179.0;1.0;19.0;100.0;61.0;5.0;179.0;0.0;2.0;0.0;1.0;1.0;144.0;8.0;1;2;1;50.0;0.66;0.33;0.5;1.0;18.5;0.0;0;0;0.2;0.2;0.08;0.8;0.8;1;0.33;0.0;0.33;0.33;0.33;0.5;0.05;0.11;0.16;0.05;0.16;#CF142B
Jordan Morris;Jordan Morris;FW;United States;28-053;1994;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0.0;0.0;0;0.0;0.0;1.0;0.0;1.0;4.0;25.0;11.0;0.0;1.0;2.0;50.0;0.0;0.0;;0.0;0.0;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;4.0;2.0;1.1;0;;0;2;2.0;2;0.5;0.0;0.0;0.0;0.0;0.25;0.1;0.1;0.0;0.18;0.25;5.0;0.0;0.0;1.0;4.0;2.0;5.0;0.0;0.0;;0.0;0.0;3.0;1.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#3C3B6E
Jordan Pickford;Jordan Pickford;GK;England;28-286;1994;5.0;0.0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;player_defense.csv;2.0;0.4;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.2;1.0;0.0;0.0;0.0;0.0;0.0;Everton;5.0;5.0;450.0;4.0;0.8;11.0;7.0;72.7;3.0;1.0;1.0;3.0;60.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.5;0.24;-1.5;-0.3;20.0;51.0;39.2;123.0;14.0;27.6;29.2;36.0;47.2;45.9;39.0;2.0;5.1;5.0;1.0;16.2;0;0;0;0;0;0;0;0.0;0.0;0;4.0;0.0;0.0;;126.0;160.0;78.8;3259.0;2161.0;39.0;39.0;100.0;59.0;59.0;100.0;28.0;60.0;46.7;0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;120.0;39.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5;450.0;90.0;100.0;5;90.0;5;0;;0;2.0;13.0;4.0;9.0;1.8;;8.7;4.0;4.6;0.92;;169.0;128.0;169.0;0.0;0.0;0.0;169.0;0.0;0.0;;0.0;0.0;100.0;0.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#CF142B
Jordan Veretout;Jordan Veretout;MF;France;29-292;1993;0.7;2.0;0;0.0;2.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0;2.0;2.0;0.0;player_defense.csv;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;0;0;0.0;0.0;0;1.0;0.0;2.0;0.0;33.0;36.0;91.7;609.0;139.0;13.0;15.0;86.7;16.0;16.0;100.0;4.0;4.0;100.0;0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;35.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1;62.0;62.0;9.4;1;62.0;0;0;;6;0.0;0.0;1.0;-1.0;-1.45;-2.81;0.2;0.5;-0.3;-0.44;-1.04;43.0;2.0;11.0;25.0;7.0;1.0;43.0;0.0;0.0;;2.0;1.0;32.0;1.0;0;0;0;;0.0;0.0;;;;0.0;0;0;0.0;0.0;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;#002395
Jordi Alba;Jordi Alba Ramos;DF;Spain;33-272;1989;2.9;6.0;4;2.0;4.0;0.0;2.0;5.0;40.0;3.0;2.0;0.0;2.0;3;9.0;2.0;0.0;player_defense.csv;11.0;3.75;9.0;1.0;0.0;0.0;1.0;0.0;4.0;1.36;3.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4;3;1;14;1.0;0.0;0;20.0;0.0;2.0;0.0;328.0;372.0;88.2;5403.0;1384.0;160.0;174.0;92.0;144.0;157.0;91.7;20.0;28.0;71.4;2;0.9;0.7;1.1;5.0;33.0;7.0;2.0;23.0;330.0;40.0;6.0;2.0;0.0;34.0;0.0;0.0;0.0;0.0;2.0;6.0;4;264.0;66.0;67.7;3;80.0;0;1;23.0;0;1.25;5.0;0.0;5.0;1.7;0.99;4.3;1.7;2.5;0.86;0.7;392.0;4.0;62.0;223.0;109.0;1.0;392.0;2.0;3.0;66.7;4.0;0.0;305.0;11.0;0;2;0;0.0;0.68;0.0;0.0;;26.6;0.0;0;0;0.0;0.0;0.02;0.0;0.0;0;0.0;0.68;0.68;0.0;0.68;0.9;0.01;0.31;0.32;0.01;0.32;#AA151B
Jorge Eduardo Sánchez;Jorge Eduardo Sánchez Ramos;DF;Mexico;25-008;1997;1.9;1.0;0;1.0;0.0;0.0;1.0;1.0;100.0;0.0;2.0;0.0;2.0;3;4.0;8.0;0.0;player_defense.csv;5.0;2.57;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;5;1;2;2;0.0;0.0;0;6.0;3.0;2.0;60.0;69.0;87.0;79.3;1119.0;484.0;36.0;39.0;92.3;27.0;37.0;73.0;6.0;8.0;75.0;0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;9.0;62.0;25.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;2.0;2;175.0;88.0;64.8;2;88.0;1;0;;1;2.0;2.0;0.0;2.0;1.03;3.87;2.9;1.4;1.4;0.74;1.25;113.0;6.0;32.0;48.0;34.0;4.0;113.0;1.0;4.0;25.0;4.0;4.0;54.0;9.0;0;1;1;100.0;0.51;0.51;0.0;0.0;18.3;0.0;0;0;0.0;0.0;0.02;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.01;0.01;0.01;#006847
Josh Sargent;Joshua Sargent;FW;United States;22-301;2000;1.7;0.0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1;1.0;0.0;0.0;player_defense.csv;2.0;1.15;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;0;1;0.0;0.0;0;1.0;3.0;6.0;33.3;29.0;33.0;87.9;321.0;35.0;18.0;19.0;94.7;7.0;7.0;100.0;0.0;1.0;0.0;0;0.1;0.1;-0.1;1.0;1.0;1.0;0.0;1.0;31.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3;157.0;52.0;43.6;2;75.0;0;1;8.0;1;1.67;2.0;0.0;2.0;1.15;2.48;1.7;1.1;0.6;0.36;0.77;48.0;0.0;4.0;18.0;26.0;5.0;48.0;2.0;2.0;100.0;5.0;4.0;35.0;14.0;0;4;1;25.0;2.29;0.57;0.0;0.0;14.0;0.0;0;0;0.4;0.4;0.09;-0.4;-0.4;0;0.0;0.0;0.0;0.0;0.0;0.4;0.21;0.04;0.25;0.21;0.25;#3C3B6E
Joshua Kimmich;Joshua Kimmich;MF;Germany;27-313;1995;3.0;5.0;2;3.0;2.0;0.0;3.0;6.0;50.0;3.0;6.0;1.0;5.0;3;8.0;1.0;0.0;player_defense.csv;20.0;6.67;15.0;3.0;0.0;1.0;0.0;1.0;3.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;2;0;21;0.0;0.0;0;19.0;4.0;1.0;80.0;226.0;267.0;84.6;4179.0;1228.0;104.0;110.0;94.5;87.0;94.0;92.6;29.0;50.0;58.0;0;1.1;1.5;-1.1;9.0;26.0;9.0;2.0;22.0;234.0;31.0;7.0;1.0;2.0;4.0;18.0;8.0;7.0;2.0;2.0;2.0;3;270.0;90.0;100.0;3;90.0;3;0;;0;1.33;6.0;5.0;1.0;0.33;;10.1;3.4;6.7;2.22;;301.0;9.0;53.0;165.0;83.0;4.0;301.0;1.0;4.0;25.0;3.0;3.0;207.0;11.0;0;7;4;57.1;2.33;1.33;0.0;0.0;25.9;1.0;0;0;0.4;0.4;0.05;-0.4;-0.4;0;0.0;0.0;0.0;0.0;0.0;1.5;0.12;0.37;0.49;0.12;0.49;#000000
